267,X48.141,-9.026307675,7.29410372,Endothelialcell(Liver),,,,,,,
268,V3887,-8.947491933,7.266348226,endothelial_mouse,,,,,,,
269,V1773,15.25219271,10.06585427,endothelial_mouse,,,,,,,
270,X13.143,15.09621274,10.16857442,Proximaltubulebrushbordercell(Kidney),,,,,,,
271,X19.143,15.21583762,10.15268677,Proximaltubulebrushbordercell(Kidney),,,,,,,
272,X11.144,15.21690131,10.15406472,Proximaltubulecell_Osgin1high(Kidney),,,,,,,
273,X17.144,15.13379417,10.07294538,Proximaltubulecell_Osgin1high(Kidney),,,,,,,
274,X31.144,15.23639271,10.07971211,Proximaltubulecell_Osgin1high(Kidney),,,,,,,
275,X38.144,15.19485076,10.12712776,Proximaltubulecell_Osgin1high(Kidney),,,,,,,
276,X47.144,15.10307619,9.991755105,Proximaltubulecell_Osgin1high(Kidney),,,,,,,
277,X11.145,15.43434389,10.08105108,S3proximaltubulecells(Kidney),,,,,,,
278,X14.145,15.31882374,10.11432623,S3proximaltubulecells(Kidney),,,,,,,
279,X16.145,15.30440997,10.11577781,S3proximaltubulecells(Kidney),,,,,,,
280,X28.145,15.25740758,10.06599867,S3proximaltubulecells(Kidney),,,,,,,
281,X35.145,15.32058624,10.12782816,S3proximaltubulecells(Kidney),,,,,,,
282,X5.149,15.25721992,10.02297063,S1proximaltubulecells(Kidney),,,,,,,
283,X33.149,15.2173667,9.926270423,S1proximaltubulecells(Kidney),,,,,,,
284,X47.149,15.2592639,9.966193834,S1proximaltubulecells(Kidney),,,,,,,
285,V6926,-0.925269481,9.570416233,endothelial_mouse,,,,,,,
286,X0.173,-0.962734926,9.586511454,Pyramidalneuroncell(Fetal_Brain),,,,,,,
287,X19.172,-0.971965199,9.557743785,Pyramidalneuroncell(Fetal_Brain),,,,,,,
288,X33.172,-0.907556825,9.571963364,Pyramidalneuroncell(Fetal_Brain),,,,,,,
289,X3.174,-0.965263282,9.597758786,Granuleneurons(Fetal_Brain),,,,,,,
290,X4.174,-0.962585051,9.549593374,Granuleneurons(Fetal_Brain),,,,,,,
291,X6.174,-0.850400686,9.623180452,Granuleneurons(Fetal_Brain),,,,,,,
