,X.comp1,Y.comp1,
1034,-59.14668861,-1.630167162,Mouse-Forebrain
1035,-59.94823056,-1.630167162,Mouse-Forebrain
1036,-60.67023426,-1.630167162,Mouse-Forebrain
1037,-61.83981239,-1.630167162,Mouse-Forebrain
1038,-60.64140008,-1.630167162,Mouse-Forebrain
1039,-59.58896202,-1.630167162,Mouse-Forebrain
1040,-58.97162319,-1.630167162,Mouse-Forebrain
1041,-60.72740189,-1.630167162,Mouse-Forebrain
1042,-61.6607294,-1.630167162,Mouse-Forebrain
1043,-60.9725333,-1.630167162,Mouse-Forebrain
1044,-61.53945933,-1.630167162,Mouse-Forebrain
1045,-59.68890186,-1.630167162,Mouse-Forebrain
1046,-61.35393296,-1.630167162,Mouse-Forebrain
1047,-60.81511515,-1.630167162,Mouse-Forebrain
1048,-60.54108843,-1.630167162,Mouse-Forebrain
1049,-61.63058466,-1.630167162,Mouse-Forebrain
1050,-59.72912327,-1.630167162,Mouse-Forebrain
1051,-59.67071085,-1.630167162,Mouse-Forebrain
1052,-61.54734493,-1.630167162,Mouse-Forebrain
1053,-61.7392131,-1.630167162,Mouse-Forebrain
1054,-59.40621574,-1.630167162,Mouse-Forebrain
1055,-60.57832326,-1.630167162,Mouse-Forebrain
1056,-60.31119957,-1.630167162,Mouse-Forebrain
1057,-60.18249758,-1.630167162,Mouse-Forebrain
1058,-61.94539039,-1.630167162,Mouse-Forebrain
1059,-61.00712626,-1.630167162,Mouse-Forebrain
1060,-59.80834807,-1.630167162,Mouse-Forebrain
1061,-59.75501443,-1.630167162,Mouse-Forebrain
1062,-61.71938102,-1.630167162,Mouse-Forebrain
1063,-62.03797699,-1.630167162,Mouse-Forebrain
1064,-61.96311527,-1.630167162,Mouse-Forebrain
1065,-60.26026741,-1.630167162,Mouse-Forebrain
1066,-60.81165303,-1.630167162,Mouse-Forebrain
1067,-58.96668295,-1.630167162,Mouse-Forebrain
1068,-60.28405295,-1.630167162,Mouse-Forebrain
1069,-58.65799535,-1.630167162,Mouse-Forebrain
1070,-58.85670044,-1.630167162,Mouse-Forebrain
1071,-59.26866243,-1.630167162,Mouse-Forebrain
1072,-61.12354916,-1.630167162,Mouse-Forebrain
1073,-60.98863344,-1.630167162,Mouse-Forebrain
1074,-58.99922136,-1.630167162,Mouse-Forebrain
1075,-60.03118159,-1.630167162,Mouse-Forebrain
1076,-59.90519751,-1.630167162,Mouse-Forebrain
1077,-59.9421049,-1.630167162,Mouse-Forebrain
1078,-60.57094909,-1.630167162,Mouse-Forebrain
1079,-59.99795452,-1.630167162,Mouse-Forebrain
1080,-60.60711656,-1.630167162,Mouse-Forebrain
1081,-62.17448352,-1.630167162,Mouse-Forebrain
1082,-59.2898234,-1.630167162,Mouse-Forebrain
1083,-60.211373,-1.630167162,Mouse-Forebrain
1084,-59.15474934,-1.630167162,Mouse-Forebrain
1085,-60.08671936,-1.630167162,Mouse-Forebrain
1086,-59.19884546,-1.630167162,Mouse-Forebrain
1087,-55.85548871,-1.630167162,Mouse-Forebrain
1088,-60.03888349,-1.630167162,Mouse-Forebrain
1089,-61.18452215,-1.630167162,Mouse-Forebrain
1090,-59.67582686,-1.630167162,Mouse-Forebrain
1091,-60.98957398,-1.630167162,Mouse-Forebrain
1092,-60.81657933,-1.630167162,Mouse-Forebrain
1093,-60.41266902,-1.630167162,Mouse-Forebrain
1094,-60.51191064,-1.630167162,Mouse-Forebrain
1095,-59.01229175,-1.630167162,Mouse-Forebrain
1096,-59.94659926,-1.630167162,Mouse-Forebrain
1097,-58.54776352,-1.630167162,Mouse-Forebrain
1098,-60.33342563,-1.630167162,Mouse-Forebrain
1099,-59.96347532,-1.630167162,Mouse-Forebrain
1100,-59.21821707,-1.630167162,Mouse-Forebrain
1101,-61.00844591,-1.630167162,Mouse-Forebrain
1102,-57.020388,-1.630167162,Mouse-Forebrain
1103,-59.58630597,-1.630167162,Mouse-Forebrain
1104,-59.28012373,-1.630167162,Mouse-Forebrain
1105,-60.62018135,-1.630167162,Mouse-Forebrain
1106,-61.79276741,-1.630167162,Mouse-Forebrain
1107,-60.17161733,-1.630167162,Mouse-Forebrain
1108,-59.54592268,-1.630167162,Mouse-Forebrain
1109,-59.3572955,-1.630167162,Mouse-Forebrain
1110,-61.266928,-1.630167162,Mouse-Forebrain
1111,-56.66610298,-1.630167162,Mouse-Forebrain
1112,-61.88605709,-1.630167162,Mouse-Forebrain
1113,-59.94054654,-1.630167162,Mouse-Forebrain
1114,-57.86807118,-1.630167162,Mouse-Forebrain
1115,-52.15953666,-1.630167162,Mouse-Forebrain
1116,-59.39170026,-1.630167162,Mouse-Forebrain
1117,-60.9390606,-1.630167162,Mouse-Forebrain
1118,-59.69468222,-1.630167162,Mouse-Forebrain
1119,-60.04472456,-1.630167162,Mouse-Forebrain
1120,-57.47600397,-1.630167162,Mouse-Forebrain
1121,-59.73247644,-1.630167162,Mouse-Forebrain
1122,-57.18513911,-1.630167162,Mouse-Forebrain
1123,-60.51441302,-1.630167162,Mouse-Forebrain
1124,-59.46519416,-1.630167162,Mouse-Forebrain
1125,-60.05390832,-1.630167162,Mouse-Forebrain
1126,-60.21932004,-1.630167162,Mouse-Forebrain
1127,-61.36645418,-1.630167162,Mouse-Forebrain
1128,-57.67169543,-1.630167162,Mouse-Forebrain
1129,-60.08578867,-1.630167162,Mouse-Forebrain
1130,-58.83065531,-1.630167162,Mouse-Forebrain
1131,-58.72713399,-1.630167162,Mouse-Forebrain
1132,-60.51806114,-1.630167162,Mouse-Forebrain
1133,-58.21699932,-1.630167162,Mouse-Forebrain
1134,-56.31950978,-1.630167162,Mouse-Forebrain
1135,-56.79678983,-1.630167162,Mouse-Forebrain
1136,-61.53811675,-1.630167162,Mouse-Forebrain
1137,-57.65929191,-1.630167162,Mouse-Forebrain
1138,-59.62743404,-1.630167162,Mouse-Forebrain
1139,-60.110512,-1.630167162,Mouse-Forebrain
1140,-59.60313817,-1.630167162,Mouse-Forebrain
1141,-60.17540453,-1.630167162,Mouse-Forebrain
1142,-61.68692863,-1.630167162,Mouse-Forebrain
1143,-56.89752149,-1.630167162,Mouse-Forebrain
1144,-60.28308549,-1.630167162,Mouse-Forebrain
1145,-58.8979612,-1.630167162,Mouse-Forebrain
1146,-56.20335671,-1.630167162,Mouse-Forebrain
1147,-60.95313423,-1.630167162,Mouse-Forebrain
1148,-61.52357992,-1.630167162,Mouse-Forebrain
1149,-60.71372231,-1.630167162,Mouse-Forebrain
1150,-59.16991086,-1.630167162,Mouse-Forebrain
1151,-59.44775047,-1.630167162,Mouse-Forebrain
1152,-60.4288709,-1.630167162,Mouse-Forebrain
1153,-60.73457294,-1.630167162,Mouse-Forebrain
1154,-59.51516057,-1.630167162,Mouse-Forebrain
1155,-58.28627267,-1.630167162,Mouse-Forebrain
1156,-60.22508367,-1.630167162,Mouse-Forebrain
1157,-56.5942743,-1.630167162,Mouse-Forebrain
1158,-59.28805786,-1.630167162,Mouse-Forebrain
1159,-61.30260916,-1.630167162,Mouse-Forebrain
1160,-61.39853208,-1.630167162,Mouse-Forebrain
1161,-60.19059898,-1.630167162,Mouse-Forebrain
1162,-59.99085619,-1.630167162,Mouse-Forebrain
1163,-58.21880433,-1.630167162,Mouse-Forebrain
1164,-59.32664419,-1.630167162,Mouse-Forebrain
1165,-58.29243005,-1.630167162,Mouse-Forebrain
1166,-60.00777608,-1.630167162,Mouse-Forebrain
1167,-62.1182722,-1.630167162,Mouse-Forebrain
1168,-61.59756987,-1.630167162,Mouse-Forebrain
1169,-58.48352335,-1.630167162,Mouse-Forebrain
1170,-60.47067654,-1.630167162,Mouse-Forebrain
1171,-57.1707754,-1.630167162,Mouse-Forebrain
1172,-59.39654142,-1.630167162,Mouse-Forebrain
1173,-62.08598025,-1.630167162,Mouse-Forebrain
1174,-59.24265814,-1.630167162,Mouse-Forebrain
1175,-58.78853264,-1.630167162,Mouse-Forebrain
1176,-60.45183156,-1.630167162,Mouse-Forebrain
1177,-58.96187058,-1.630167162,Mouse-Forebrain
1178,-60.23838868,-1.630167162,Mouse-Forebrain
1179,-60.0179406,-1.630167162,Mouse-Forebrain
1180,-57.86554692,-1.630167162,Mouse-Forebrain
1181,-60.8274851,-1.630167162,Mouse-Forebrain
1182,-60.24843034,-1.630167162,Mouse-Forebrain
1183,-59.85493476,-1.630167162,Mouse-Forebrain
1184,-59.11155338,-1.630167162,Mouse-Forebrain
1185,-58.49507337,-1.630167162,Mouse-Forebrain
1186,-61.09091151,-1.630167162,Mouse-Forebrain
1187,-59.24100985,-1.630167162,Mouse-Forebrain
1188,-59.41122397,-1.630167162,Mouse-Forebrain
1189,-59.86815844,-1.630167162,Mouse-Forebrain
1190,-59.45961685,-1.630167162,Mouse-Forebrain
1191,-60.4234272,-1.630167162,Mouse-Forebrain
1192,-59.68350007,-1.630167162,Mouse-Forebrain
1193,-59.65995718,-1.630167162,Mouse-Forebrain
1194,-61.56316149,-1.630167162,Mouse-Forebrain
1195,-58.70582615,-1.630167162,Mouse-Forebrain
1196,-61.30645467,-1.630167162,Mouse-Forebrain
1197,-60.79202519,-1.630167162,Mouse-Forebrain
1198,-61.23715442,-1.630167162,Mouse-Forebrain
1199,-60.30687986,-1.630167162,Mouse-Forebrain
1200,-57.04054204,-1.630167162,Mouse-Forebrain
1201,-58.11691781,-1.630167162,Mouse-Forebrain
1202,-55.9365987,-1.630167162,Mouse-Forebrain
1203,-58.88917444,-1.630167162,Mouse-Forebrain
1204,-59.88918247,-1.630167162,Mouse-Forebrain
1205,-58.92515899,-1.630167162,Mouse-Forebrain
1206,-53.99308934,-1.630167162,Mouse-Forebrain
1207,-60.16496939,-1.630167162,Mouse-Forebrain
1208,-58.34782833,-1.630167162,Mouse-Forebrain
1209,-61.06208419,-1.630167162,Mouse-Forebrain
1210,-54.06507833,-1.630167162,Mouse-Forebrain
1211,-60.29420361,-1.630167162,Mouse-Forebrain
1212,-60.73756084,-1.630167162,Mouse-Forebrain
1213,-51.54601109,-1.630167162,Mouse-Forebrain
1214,-56.11508573,-1.630167162,Mouse-Forebrain
1215,-59.83444496,-1.630167162,Mouse-Forebrain
1216,-59.28576435,-1.630167162,Mouse-Forebrain
1217,-56.40497374,-1.630167162,Mouse-Forebrain
1218,-52.95839177,-1.630167162,Mouse-Forebrain
1219,-60.34478467,-1.630167162,Mouse-Forebrain
1220,-60.91134847,-1.630167162,Mouse-Forebrain
1221,-57.64981594,-1.630167162,Mouse-Forebrain
1222,-60.65717857,-1.630167162,Mouse-Forebrain
1223,-55.55661598,-1.630167162,Mouse-Forebrain
1224,-59.28936422,-1.630167162,Mouse-Forebrain
1225,-61.11301557,-1.630167162,Mouse-Forebrain
1226,-57.8136648,-1.630167162,Mouse-Forebrain
1227,-59.64162563,-1.630167162,Mouse-Forebrain
1228,-60.35574349,-1.630167162,Mouse-Forebrain
1229,-60.0431759,-1.630167162,Mouse-Forebrain
1230,-59.63972497,-1.630167162,Mouse-Forebrain
1231,-58.25131652,-1.630167162,Mouse-Forebrain
1232,-60.63909475,-1.630167162,Mouse-Forebrain
1233,-48.83717088,-1.630167162,Mouse-Forebrain
1234,-58.55905189,-1.630167162,Mouse-Forebrain
1235,-58.95880502,-1.630167162,Mouse-Forebrain
1236,-58.16195793,-1.630167162,Mouse-Forebrain
1237,-57.30209424,-1.630167162,Mouse-Forebrain
1238,-58.80662554,-1.630167162,Mouse-Forebrain
1239,-58.26661079,-1.630167162,Mouse-Forebrain
1240,-59.52689432,-1.630167162,Mouse-Forebrain
1241,-57.03216084,-1.630167162,Mouse-Forebrain
1242,-59.77700691,-1.630167162,Mouse-Forebrain
1243,-55.98371342,-1.630167162,Mouse-Forebrain
1244,-58.3420113,-1.630167162,Mouse-Forebrain
1245,-58.93704912,-1.630167162,Mouse-Forebrain
1246,-59.36749597,-1.630167162,Mouse-Forebrain
1247,-58.50788606,-1.630167162,Mouse-Forebrain
1248,-59.16427784,-1.630167162,Mouse-Forebrain
1249,-58.21050259,-1.630167162,Mouse-Forebrain
1250,-57.57674282,-1.630167162,Mouse-Forebrain
1251,-61.32740307,-1.630167162,Mouse-Forebrain
1252,-59.51502825,-1.630167162,Mouse-Forebrain
1253,-60.27680597,-1.630167162,Mouse-Forebrain
1254,-59.41995337,-1.630167162,Mouse-Forebrain
1255,-55.75806665,-1.630167162,Mouse-Forebrain
1256,-59.2916702,-1.630167162,Mouse-Forebrain
1257,-55.63394508,-1.630167162,Mouse-Forebrain
1258,-57.02031321,-1.630167162,Mouse-Forebrain
1259,-58.74011767,-1.630167162,Mouse-Forebrain
1260,-49.61811935,-1.630167162,Mouse-Forebrain
1261,-55.43799202,-1.630167162,Mouse-Forebrain
1262,-56.25386422,-1.630167162,Mouse-Forebrain
1263,-59.04784659,-1.630167162,Mouse-Forebrain
1264,-58.46232512,-1.630167162,Mouse-Forebrain
1265,-55.62905277,-1.630167162,Mouse-Forebrain
1266,-56.20678141,-1.630167162,Mouse-Forebrain
1267,-61.37542448,-1.630167162,Mouse-Forebrain
1268,-61.07916715,-1.630167162,Mouse-Forebrain
1269,-60.60829266,-1.630167162,Mouse-Forebrain
1270,-60.53216279,-1.630167162,Mouse-Forebrain
1271,-60.85449698,-1.630167162,Mouse-Forebrain
1272,-62.0556872,-1.630167162,Mouse-Forebrain
1273,-57.3351325,-1.630167162,Mouse-Forebrain
1274,-61.04810012,-1.630167162,Mouse-Forebrain
1275,-62.00478219,-1.630167162,Mouse-Forebrain
1276,-51.61261678,-1.630167162,Mouse-Forebrain
1277,-58.07400735,-1.630167162,Mouse-Forebrain
1278,-60.51444077,-1.630167162,Mouse-Forebrain
1279,-60.81215815,-1.630167162,Mouse-Forebrain
1280,-59.83328004,-1.630167162,Mouse-Forebrain
1281,-59.88128155,-1.630167162,Mouse-Forebrain
1282,-60.49304177,-1.630167162,Mouse-Forebrain
1283,-60.5018084,-1.630167162,Mouse-Forebrain
1284,-60.58173171,-1.630167162,Mouse-Forebrain
1285,-61.56708288,-1.630167162,Mouse-Forebrain
1286,-58.54064775,-1.630167162,Mouse-Forebrain
1287,-59.42948654,-1.630167162,Mouse-Forebrain
1288,-60.37486989,-1.630167162,Mouse-Forebrain
1289,-51.49310395,-1.630167162,Mouse-Forebrain
1290,-56.43782859,-1.630167162,Mouse-Forebrain
1291,-54.4159632,-1.630167162,Mouse-Forebrain
1292,-59.09781416,-1.630167162,Mouse-Forebrain
1293,-60.49742816,-1.630167162,Mouse-Forebrain
1294,-61.6404547,-1.630167162,Mouse-Forebrain
1295,-58.78393498,-1.630167162,Mouse-Forebrain
1296,-59.74834987,-1.630167162,Mouse-Forebrain
1297,-59.59218383,-1.630167162,Mouse-Forebrain
1298,-61.13183478,-1.630167162,Mouse-Forebrain
1299,-59.82408637,-1.630167162,Mouse-Forebrain
1300,-55.24642361,-1.630167162,Mouse-Forebrain
1301,-60.99191387,-1.630167162,Mouse-Forebrain
1302,-60.58491219,-1.630167162,Mouse-Forebrain
1303,-62.01081752,-1.630167162,Mouse-Forebrain
1304,-59.00605948,-1.630167162,Mouse-Forebrain
1305,-61.58556747,-1.630167162,Mouse-Forebrain
1306,-58.83725975,-1.630167162,Mouse-Forebrain
1307,-59.8101049,-1.630167162,Mouse-Forebrain
1308,-60.31424257,-1.630167162,Mouse-Forebrain
1309,-61.28244596,-1.630167162,Mouse-Forebrain
1310,-61.53935643,-1.630167162,Mouse-Forebrain
1311,-59.80624583,-1.630167162,Mouse-Forebrain
1312,-59.86334996,-1.630167162,Mouse-Forebrain
1313,-61.78125824,-1.630167162,Mouse-Forebrain
1314,-61.03584915,-1.630167162,Mouse-Forebrain
1315,-61.73575509,-1.630167162,Mouse-Forebrain
1316,-59.81219686,-1.630167162,Mouse-Forebrain
1317,-60.24892321,-1.630167162,Mouse-Forebrain
1318,-61.96569522,-1.630167162,Mouse-Forebrain
1319,-61.93989174,-1.630167162,Mouse-Forebrain
1320,-59.02153254,-1.630167162,Mouse-Forebrain
1321,-60.58839111,-1.630167162,Mouse-Forebrain
1322,-60.89355902,-1.630167162,Mouse-Forebrain
1323,-61.18427461,-1.630167162,Mouse-Forebrain
1324,-59.87178465,-1.630167162,Mouse-Forebrain
1325,-60.19511778,-1.630167162,Mouse-Forebrain
1326,-57.84506919,-1.630167162,Mouse-Forebrain
1327,-59.05517186,-1.630167162,Mouse-Forebrain
1328,-58.9035739,-1.630167162,Mouse-Forebrain
1329,-62.17963942,-1.630167162,Mouse-Forebrain
1330,-60.45727281,-1.630167162,Mouse-Forebrain
1331,-59.57221784,-1.630167162,Mouse-Forebrain
1332,-59.63449086,-1.630167162,Mouse-Forebrain
1333,-60.0186684,-1.630167162,Mouse-Forebrain
1334,-54.80380625,-1.630167162,Mouse-Forebrain
1335,-60.01327532,-1.630167162,Mouse-Forebrain
1336,-60.2402687,-1.630167162,Mouse-Forebrain
1337,-58.7172984,-1.630167162,Mouse-Forebrain
1338,-62.25457496,-1.630167162,Mouse-Forebrain
1339,-60.9734143,-1.630167162,Mouse-Forebrain
1340,-58.31262884,-1.630167162,Mouse-Forebrain
1341,-61.48079719,-1.630167162,Mouse-Forebrain
1342,-59.97235551,-1.630167162,Mouse-Forebrain
1343,-58.48714784,-1.630167162,Mouse-Forebrain
1344,-59.42024036,-1.630167162,Mouse-Forebrain
1345,-59.69518819,-1.630167162,Mouse-Forebrain
1346,-61.02804513,-1.630167162,Mouse-Forebrain
1347,-60.43497408,-1.630167162,Mouse-Forebrain
1348,-58.48435053,-1.630167162,Mouse-Forebrain
1349,-60.42520477,-1.630167162,Mouse-Forebrain
1350,-59.94763454,-1.630167162,Mouse-Forebrain
1351,-57.47490165,-1.630167162,Mouse-Forebrain
1352,-58.87790516,-1.630167162,Mouse-Forebrain
1353,-56.50966464,-1.630167162,Mouse-Forebrain
1354,-56.92566492,-1.630167162,Mouse-Forebrain
1355,-59.84144687,-1.630167162,Mouse-Forebrain
1356,-59.94537263,-1.630167162,Mouse-Forebrain
1357,-60.25398456,-1.630167162,Mouse-Forebrain
1358,-55.51951878,-1.630167162,Mouse-Forebrain
1359,-58.32958132,-1.630167162,Mouse-Forebrain
1360,-59.25646893,-1.630167162,Mouse-Forebrain
1361,-59.45751006,-1.630167162,Mouse-Forebrain
1362,-59.61532164,-1.630167162,Mouse-Forebrain
1363,-59.73959732,-1.630167162,Mouse-Forebrain
1364,-53.40577373,-1.630167162,Mouse-Forebrain
1365,-53.7577467,-1.630167162,Mouse-Forebrain
1366,-59.82756046,-1.630167162,Mouse-Forebrain
1367,-57.2229303,-1.630167162,Mouse-Forebrain
1368,-57.33943984,-1.630167162,Mouse-Forebrain
1369,-60.07367978,-1.630167162,Mouse-Forebrain
1370,-53.92207611,-1.630167162,Mouse-Forebrain
1371,-60.17157501,-1.630167162,Mouse-Forebrain
1372,-56.81647996,-1.630167162,Mouse-Forebrain
1373,-55.57106302,-1.630167162,Mouse-Forebrain
1374,-59.1867283,-1.630167162,Mouse-Forebrain
1375,-59.48295092,-1.630167162,Mouse-Forebrain
1376,-59.3490363,-1.630167162,Mouse-Forebrain
1377,-52.44456652,-1.630167162,Mouse-Forebrain
1378,-60.44202106,-1.630167162,Mouse-Forebrain
1379,-59.65130959,-1.630167162,Mouse-Forebrain
1380,-58.83913526,-1.630167162,Mouse-Forebrain
1381,-52.9138888,-1.630167162,Mouse-Forebrain
1382,-60.37051865,-1.630167162,Mouse-Forebrain
1383,-59.0471798,-1.630167162,Mouse-Forebrain
1384,-55.23669251,-1.630167162,Mouse-Forebrain
1385,-60.00322593,-1.630167162,Mouse-Forebrain
1386,-49.99641707,-1.630167162,Mouse-Forebrain
1387,-55.51881056,-1.630167162,Mouse-Forebrain
1388,-56.36776659,-1.630167162,Mouse-Forebrain
1389,-59.55438888,-1.630167162,Mouse-Forebrain
1390,-59.60129573,-1.630167162,Mouse-Forebrain
1391,-53.891259,-1.630167162,Mouse-Forebrain
1392,-60.13106278,-1.630167162,Mouse-Forebrain
1393,-58.08139538,-1.630167162,Mouse-Forebrain
1394,-59.05410172,-1.630167162,Mouse-Forebrain
1395,-60.22642143,-1.630167162,Mouse-Forebrain
1396,-59.77513737,-1.630167162,Mouse-Forebrain
1397,-58.70985076,-1.630167162,Mouse-Forebrain
1398,-59.28091708,-1.630167162,Mouse-Forebrain
1399,-53.16016627,-1.630167162,Mouse-Forebrain
1400,-60.85755188,-1.630167162,Mouse-Forebrain
1401,-59.01960908,-1.630167162,Mouse-Forebrain
1402,-60.74093434,-1.630167162,Mouse-Forebrain
1403,-60.5740244,-1.630167162,Mouse-Forebrain
1404,-58.31694489,-1.630167162,Mouse-Forebrain
1405,-59.18819644,-1.630167162,Mouse-Forebrain
1406,-59.77122508,-1.630167162,Mouse-Forebrain
1407,-60.46950483,-1.630167162,Mouse-Forebrain
1408,-59.8211603,-1.630167162,Mouse-Forebrain
1409,-60.4587947,-1.630167162,Mouse-Forebrain
1410,-54.38718218,-1.630167162,Mouse-Forebrain
1411,-59.65333123,-1.630167162,Mouse-Forebrain
1412,-54.448397,-1.630167162,Mouse-Forebrain
1413,-59.2170693,-1.630167162,Mouse-Forebrain
1414,-58.60859734,-1.630167162,Mouse-Forebrain
1415,-56.80614756,-1.630167162,Mouse-Forebrain
1416,-59.79013119,-1.630167162,Mouse-Forebrain
1417,-57.72693642,-1.630167162,Mouse-Forebrain
1418,-59.48753951,-1.630167162,Mouse-Forebrain
1419,-59.47878525,-1.630167162,Mouse-Forebrain
1420,-51.30288044,-1.630167162,Mouse-Forebrain
1421,-58.69007841,-1.630167162,Mouse-Forebrain
1422,-42.10001504,-1.630167162,Mouse-Forebrain
1423,-57.56230724,-1.630167162,Mouse-Forebrain
1424,-51.61962597,-1.630167162,Mouse-Forebrain
1425,-59.61544685,-1.630167162,Mouse-Forebrain
1426,-60.07752853,-1.630167162,Mouse-Forebrain
1427,-61.36863188,-1.630167162,Mouse-Forebrain
1428,-60.01141999,-1.630167162,Mouse-Forebrain
1429,-60.30650517,-1.630167162,Mouse-Forebrain
1430,-58.21378939,-1.630167162,Mouse-Forebrain
1431,-54.67580723,-1.630167162,Mouse-Forebrain
1432,-57.66539807,-1.630167162,Mouse-Forebrain
1433,-59.12028898,-1.630167162,Mouse-Forebrain
1434,-60.49848253,-1.630167162,Mouse-Forebrain
1435,-60.63717219,-1.630167162,Mouse-Forebrain
1436,-59.86096688,-1.630167162,Mouse-Forebrain
1437,-57.3754603,-1.630167162,Mouse-Forebrain
1438,-56.77861456,-1.630167162,Mouse-Forebrain
1439,-58.6273558,-1.630167162,Mouse-Forebrain
1440,-60.43272037,-1.630167162,Mouse-Forebrain
1441,-55.79160599,-1.630167162,Mouse-Forebrain
1442,-47.07614483,-1.630167162,Mouse-Forebrain
1443,-59.70948252,-1.630167162,Mouse-Forebrain
1444,-53.30995203,-1.630167162,Mouse-Forebrain
1445,-57.55475496,-1.630167162,Mouse-Forebrain
1446,-54.34462391,-1.630167162,Mouse-Forebrain
1447,-59.91155189,-1.630167162,Mouse-Forebrain
1448,-58.193656,-1.630167162,Mouse-Forebrain
1449,-60.92468378,-1.630167162,Mouse-Forebrain
1450,-55.61031971,-1.630167162,Mouse-Forebrain
1451,-53.67349969,-1.630167162,Mouse-Forebrain
1452,-60.85230573,-1.630167162,Mouse-Forebrain
1453,-59.73524868,-1.630167162,Mouse-Forebrain
1454,-52.41227852,-1.630167162,Mouse-Forebrain
1455,-57.2916027,-1.630167162,Mouse-Forebrain
1456,-56.8076676,-1.630167162,Mouse-Forebrain
1457,-58.37938919,-1.630167162,Mouse-Forebrain
1458,-60.09684029,-1.630167162,Mouse-Forebrain
1459,-60.40449275,-1.630167162,Mouse-Forebrain
1460,-55.4038143,-1.630167162,Mouse-Forebrain
1461,-54.34775686,-1.630167162,Mouse-Forebrain
1462,-54.22335292,-1.630167162,Mouse-Forebrain
1463,-60.76175571,-1.630167162,Mouse-Forebrain
1464,-51.52189483,-1.630167162,Mouse-Forebrain
1465,-57.14304382,-1.630167162,Mouse-Forebrain
1466,-60.51627661,-1.630167162,Mouse-Forebrain
1467,-58.81468019,-1.630167162,Mouse-Forebrain
1468,-56.96421555,-1.630167162,Mouse-Forebrain
1469,-60.22406591,-1.630167162,Mouse-Forebrain
1470,-57.40685216,-1.630167162,Mouse-Forebrain
1471,-55.9015798,-1.630167162,Mouse-Forebrain
1472,-60.57224041,-1.630167162,Mouse-Forebrain
1473,-58.7228973,-1.630167162,Mouse-Forebrain
1474,-60.30068403,-1.630167162,Mouse-Forebrain
1475,-60.2886859,-1.630167162,Mouse-Forebrain
1476,-56.0529444,-1.630167162,Mouse-Forebrain
1477,-59.60605154,-1.630167162,Mouse-Forebrain
1478,-57.85666003,-1.630167162,Mouse-Forebrain
1479,-59.25921948,-1.630167162,Mouse-Forebrain
1480,-57.40690614,-1.630167162,Mouse-Forebrain
1481,-59.93762522,-1.630167162,Mouse-Forebrain
1482,-59.19579426,-1.630167162,Mouse-Forebrain
1483,-59.71626962,-1.630167162,Mouse-Forebrain
1484,-60.11710829,-1.630167162,Mouse-Forebrain
1485,-60.96686015,-1.630167162,Mouse-Forebrain
1486,-59.17451862,-1.630167162,Mouse-Forebrain
1487,-56.60466741,-1.630167162,Mouse-Forebrain
1488,-58.32352311,-1.630167162,Mouse-Forebrain
1489,-59.07197781,-1.630167162,Mouse-Forebrain
1490,-61.04430521,-1.630167162,Mouse-Forebrain
1491,-59.8727469,-1.630167162,Mouse-Forebrain
1492,-60.38736226,-1.630167162,Mouse-Forebrain
1493,-59.47279416,-1.630167162,Mouse-Forebrain
1494,-61.02433469,-1.630167162,Mouse-Forebrain
1495,-60.16720055,-1.630167162,Mouse-Forebrain
1496,-59.3309437,-1.630167162,Mouse-Forebrain
1497,-56.95944227,-1.630167162,Mouse-Forebrain
1498,-58.28714109,-1.630167162,Mouse-Forebrain
1499,-60.1275144,-1.630167162,Mouse-Forebrain
1500,-58.80203633,-1.630167162,Mouse-Forebrain
1501,-55.54212233,-1.630167162,Mouse-Forebrain
1502,-60.76086693,-1.630167162,Mouse-Forebrain
1503,-59.1413303,-1.630167162,Mouse-Forebrain
1504,-61.19959341,-1.630167162,Mouse-Forebrain
1505,-59.2934907,-1.630167162,Mouse-Forebrain
1506,-60.26218658,-1.630167162,Mouse-Forebrain
1507,-58.82751448,-1.630167162,Mouse-Forebrain
1508,-59.20221084,-1.630167162,Mouse-Forebrain
1509,-59.467111,-1.630167162,Mouse-Forebrain
1510,-60.87229771,-1.630167162,Mouse-Forebrain
1511,-57.75095204,-1.630167162,Mouse-Forebrain
1512,-60.30954049,-1.630167162,Mouse-Forebrain
1513,-60.30076439,-1.630167162,Mouse-Forebrain
1514,-59.89193996,-1.630167162,Mouse-Forebrain
1515,-59.89568526,-1.630167162,Mouse-Forebrain
1516,-61.79352473,-1.630167162,Mouse-Forebrain
1517,-55.77886929,-1.630167162,Mouse-Forebrain
1518,-59.85844087,-1.630167162,Mouse-Forebrain
1519,-60.54450947,-1.630167162,Mouse-Forebrain
1520,-60.49460786,-1.630167162,Mouse-Forebrain
1521,-60.68304472,-1.630167162,Mouse-Forebrain
1522,-60.18137852,-1.630167162,Mouse-Forebrain
1523,-60.14086896,-1.630167162,Mouse-Forebrain
1524,-61.04866235,-1.630167162,Mouse-Forebrain
1525,-60.44750516,-1.630167162,Mouse-Forebrain
1526,-59.89883918,-1.630167162,Mouse-Forebrain
1527,-60.85242512,-1.630167162,Mouse-Forebrain
1528,-58.3469663,-1.630167162,Mouse-Forebrain
1529,-59.86237046,-1.630167162,Mouse-Forebrain
1530,-56.50992675,-1.630167162,Mouse-Forebrain
1531,-56.85784355,-1.630167162,Mouse-Forebrain
1532,-59.09898067,-1.630167162,Mouse-Forebrain
