Dim1,Dim2,Dataset
24.01443389,-15.61833628,Muscle cell_Mgp high(Uterus)
12.5114651,-0.505509095,Muscle cell_Mgp high(Uterus)
10.14359,-0.49507703,Muscle cell_Mgp high(Uterus)
12.7897425,-0.841256575,Muscle cell_Mgp high(Uterus)
14.16349605,0.446382596,Muscle cell_Mgp high(Uterus)
13.85069278,-1.10978897,Muscle cell_Mgp high(Uterus)
12.00392058,1.247982903,Muscle cell_Mgp high(Uterus)
12.37553313,1.119909091,Muscle cell_Mgp high(Uterus)
8.040836363,1.09910862,Muscle cell_Mgp high(Uterus)
12.3168154,0.254635556,Muscle cell_Mgp high(Uterus)
12.78610518,0.834801181,Muscle cell_Mgp high(Uterus)
9.036516218,0.732356651,Muscle cell_Mgp high(Uterus)
11.89161876,0.624052806,Muscle cell_Mgp high(Uterus)
12.06404021,0.462012185,Muscle cell_Mgp high(Uterus)
12.14708426,1.118542476,Muscle cell_Mgp high(Uterus)
12.13986495,-0.854286806,Muscle cell_Mgp high(Uterus)
12.8250809,-1.413552718,Stromal cell_Cxcl14 high(Uterus)
7.818337469,-6.09045084,Stromal cell_Cxcl14 high(Uterus)
7.488840609,-5.317467289,Stromal cell_Cxcl14 high(Uterus)
7.445530443,-2.145428495,Stromal cell_Cxcl14 high(Uterus)
3.550557165,-6.084225254,Stromal cell_Cxcl14 high(Uterus)
8.986849813,0.651787563,Stromal cell_Cxcl14 high(Uterus)
7.062602072,-4.383100585,Stromal cell_Cxcl14 high(Uterus)
4.478505163,-4.096037464,Stromal cell_Cxcl14 high(Uterus)
9.912015943,-3.697242336,Stromal cell_Cxcl14 high(Uterus)
10.76372912,-3.673209981,Stromal cell_Cxcl14 high(Uterus)
11.24552157,-0.682073788,Stromal cell_Cxcl14 high(Uterus)
9.391457586,-3.046261625,Stromal cell_Cxcl14 high(Uterus)
11.96593287,-0.718473391,Stromal cell_Cxcl14 high(Uterus)
9.446019201,-3.308082656,Stromal cell_Cxcl14 high(Uterus)
9.029285459,-4.909916,Stromal cell_Cxcl14 high(Uterus)
12.98804954,-0.328446464,Stromal cell_Cxcl14 high(Uterus)
11.27841475,-0.650156872,Stromal cell_Cxcl14 high(Uterus)
10.22548392,-2.318294839,Stromal cell_Cxcl14 high(Uterus)
9.327265768,-4.414638595,Stromal cell_Cxcl14 high(Uterus)
8.085096388,-4.747158603,Stromal cell_Cxcl14 high(Uterus)
7.563397436,-2.452998237,Stromal cell_Cxcl14 high(Uterus)
