Dim1 Dim2 Dataset
X38.107 -9.26250312528255 -7.39967169327553 rna
X39.107 8.98391678133366 2.39721260504905 rna
X40.107 -9.60750053128841 -7.58685698075112 rna
X41.107 6.44599630632755 -0.0276531772118398 rna
X42.107 -9.90845058164242 -7.72579397721108 rna
X43.107 0.613614104179116 -3.08031835121926 rna
X44.107 5.73579504289982 -0.537208248804171 rna
X45.107 -14.7894425173724 2.99114428000633 rna
X46.107 -2.7298390646899 -5.42517580551918 rna
X47.107 6.38527633943912 -0.283532877395708 rna
X48.107 9.0641312817609 2.43402538733665 rna
X49.107 5.11728479662296 -0.998928059766848 rna
X0.109 -2.65174577436092 -5.65525974793251 rna
X1.108 -9.64593742093685 -7.53046240372475 rna
X2.108 -13.5433430453265 -8.09854759735878 rna
X3.108 -0.0113210459673688 -3.40464248223122 rna
X4.108 5.89946367540714 -0.605374303589422 rna
X5.108 7.57797100344059 0.476271848251264 rna
X6.108 -6.99467942914608 -6.65201773209389 rna
X7.108 -1.29930696687344 -4.18825640244301 rna
X8.108 -1.09252382120731 -4.35222949547585 rna
X9.108 8.09779503145573 1.03161213832084 rna
X10.108 -2.35443744859341 -4.80726637406166 rna
X11.108 1.7234661797559 -2.35654117626961 rna
X12.108 -3.7982885619128 18.1616595788497 rna
X13.108 -9.99247787198666 -7.56688799423989 rna
X14.108 -7.26978776654842 -6.90912498993691 rna
X15.108 -6.24762532910946 -6.44289030594643 rna
X16.108 -0.172650285574226 -4.18515934510048 rna
X17.108 -4.06717918119076 -5.92085327668007 rna
X18.108 -0.353238143535881 -3.5344022707444 rna
X19.108 -7.11387107572201 -6.40389217896279 rna
X20.108 -7.24928996762875 -6.90551437897499 rna
X21.108 -6.98376891812923 -6.72397627396401 rna
X22.108 1.78215362825748 -2.22402586502846 rna
X23.108 -9.65774963101986 -7.696379323433 rna
X24.108 -3.59085486135128 18.1029704614181 rna
X25.108 0.340045235542031 -3.44403471512612 rna
X26.108 -1.31272093257549 -4.51979960961159 rna
X27.108 -6.89652202329281 17.6402057214278 rna
X28.108 -9.79251430234554 -7.73309673828896 rna
X29.108 -4.42574284276608 -5.87766232056435 rna
X30.108 6.02073337831852 -0.379672606418688 rna
X31.108 -7.23560617169979 14.0694306893844 rna
X32.108 4.13469221392033 -1.86470868153389 rna
X33.108 -5.42052743634823 -5.9307714895707 rna
X34.108 -11.4309468050921 -8.13770069641884 rna
X35.108 -7.29911372861507 -6.81205334229286 rna
X36.108 6.31082393923161 -0.235140372942049 rna
X37.108 -1.1323397537196 -5.0503980116349 rna
X38.108 -11.0751328249896 -7.96068110031899 rna
X39.108 -11.0974297305072 -8.13232912583168 rna
X40.108 -11.8596491595233 -8.00534929795082 rna
X41.108 9.67124607363102 3.65925107436363 rna
X42.108 -11.8345179339373 -8.08298792404945 rna
X43.108 -10.1706013461078 -7.81335558457192 rna
X44.108 9.55238773622868 14.3778861566085 rna
X45.108 6.34941484728214 15.1472495599288 rna
X46.108 1.63554575243351 -2.46154036087807 rna
X47.108 -7.30450151166561 -6.56771578354653 rna
X48.108 -7.16532228192928 -6.87022842926796 rna
X49.108 -1.02609474262836 -4.09634127182778 rna
X0.110 1.83132412233707 -2.52066483063515 rna
X1.109 -7.29675290784481 -6.47862019104775 rna
X2.109 6.30672218599674 -0.191832532117922 rna
X3.109 -6.90807006559017 -6.63079990906532 rna
X4.109 -5.15196893415096 18.7588389916915 rna
X5.109 -4.38699863156918 18.4333270593185 rna
X6.109 -3.34489629468563 -5.67554678482826 rna
X7.109 11.3698907116925 12.9954350991744 rna
X8.109 -2.45585200986507 -5.10657038254555 rna
X9.109 -5.33939073285702 18.5693305535812 rna
X10.109 -3.03578660688045 -5.34254517121132 rna
X11.109 -5.58526513776424 18.6652873559493 rna
X12.109 -0.469858982178001 -4.0113686518174 rna
X13.109 -4.86695811948421 18.6862948937911 rna
X14.109 6.90663816728947 14.9575627847213 rna
X15.109 -7.36357162198666 -6.61452879471596 rna
X16.109 7.8282332638776 0.524556617309492 rna
X17.109 -3.75710103711727 -5.51233162445839 rna
X18.109 9.05112316408512 2.55321202712242 rna
X19.109 -1.21986792287472 -5.32553019089516 rna
X20.109 -1.06097156605366 -4.3713711695176 rna
X21.109 -11.925132252785 -7.97205271286782 rna
X22.109 7.42431022920963 14.9450105233688 rna
X23.109 4.76253082552311 -1.38231327099617 rna
X24.109 -2.0879044314349 17.933111528923 rna
X25.109 6.87089159288761 0.0222078366774729 rna
X26.109 -7.89584586820248 -6.97077002091225 rna
X27.109 9.67756321230289 14.2804835839767 rna
X28.109 1.69006922045109 -2.59384884400185 rna
X29.109 -14.0166535159076 -7.95539392990883 rna
X30.109 1.48776771822331 -2.38406922383126 rna
X31.109 8.1603398541486 1.00630841689293 rna
X32.109 -2.76621196469906 -5.17256321472939 rna
X33.109 -5.33008382520321 -5.9152718977433 rna
X34.109 11.3000989178693 13.0807832284469 rna
X35.109 -5.18965003690365 18.7232421441573 rna
X36.109 6.28634455004093 -0.0914694861870595 rna
X37.109 -6.68974683484676 -6.75626053376015 rna
X38.109 -11.449247815224 -8.17550673050697 rna
X39.109 9.19247295656559 14.5590346856612 rna
X40.109 -12.8811344881976 -7.90456642670449 rna
X41.109 7.55030014315006 14.9445127053756 rna
X42.109 2.70577671327946 -2.44966294331368 rna
X43.109 -6.78731153211239 -6.87505020661171 rna
X44.109 -11.4642843981707 -7.90552391571816 rna
X45.109 -2.00467775067928 17.8737395806808 rna
X46.109 6.99059965410587 14.9400056405563 rna
X47.109 -13.7080359240496 -7.97580828232582 rna
X48.109 -2.30385098657253 -4.52738132042702 rna
X49.109 -2.50625179013851 17.8354056878585 rna
X0.111 -6.03922221860531 -6.1861721472245 rna
X1.110 5.37702848711369 -0.856375356147844 rna
X2.110 -1.76266751489284 17.604835848381 rna
X3.110 11.2255683163678 13.1192849679488 rna
X4.110 -3.02602837285641 -5.7095514730912 rna
X5.110 11.516575358299 12.8543485208053 rna
X6.110 5.84109451570866 -0.409323383997042 rna
X7.110 -5.2025489588702 -6.00770153565224 rna
X8.110 -2.19265482625607 -5.32236589951332 rna
X9.110 -7.3581361552203 -6.61906733078774 rna
X10.110 6.40327026644108 -0.140943427513201 rna
X11.110 -13.3564648409808 -7.97229256195839 rna
X12.110 -7.28078553876522 -6.57875790161904 rna
X13.110 0.395989201453896 -3.31737794441994 rna
X14.110 -5.73430822095516 18.72740970092 rna
X15.110 -0.160539873453407 -4.13377489609535 rna
X16.110 11.3779502133405 12.9707482858199 rna
X17.110 -1.50535104474667 17.7366031213302 rna
X18.110 5.05821563997623 -1.12089510721977 rna
X19.110 8.28619053163883 0.932237724830549 rna
X20.110 8.13844253816959 0.825802545120161 rna
X21.110 -1.02298087677601 -4.43146862549599 rna
X22.110 4.23617031374332 -1.781739612053 rna
X23.110 2.3785045365369 -2.33732046646889 rna
X24.110 9.47018101015446 3.68593821959678 rna
X25.110 -1.04459903440121 -4.56193031830605 rna
X26.110 4.88102104463932 -1.10163514776047 rna
X27.110 -12.9718260546649 -7.78893770737465 rna
X28.110 -0.5462243115032 -3.80764379067238 rna
X29.110 2.1138196209943 -2.54850484890755 rna
X30.110 -1.36117319068554 17.743917803337 rna
X31.110 5.56948616304752 -0.759744604061205 rna
X32.110 9.72597458162662 3.79904637770836 rna
X33.110 -7.17036769590023 -7.10203518433388 rna
X34.110 3.10549332895634 -2.19973065419014 rna
X35.110 2.53465654650089 -2.56717206997688 rna
X36.110 -12.368587948891 -7.90583529038246 rna
X37.110 -1.60165015658977 -4.75745977921303 rna
X38.110 -12.5198569079364 -7.97452702088173 rna
X39.110 -6.66811654767635 -6.76555695099648 rna
X40.110 -7.01713750562313 -6.48083319229897 rna
X41.110 4.64669945040104 -1.3377430037957 rna
X42.110 6.26156475344059 -0.292730619142611 rna
X43.110 5.56332685747501 15.5474456353683 rna
X44.110 0.668109558013649 -3.28677501244362 rna
X45.110 6.4883952359235 -0.327799965570528 rna
X46.110 -9.67982528409603 -7.4488150076371 rna
X47.110 -2.69475171765926 -5.41848530335243 rna
X48.110 -1.46820912561062 -4.83959450287636 rna
X49.110 -5.42314479550961 18.8012469811935 rna
X0.112 -1.60517666539791 -4.59607185883339 rna
X1.111 -5.87823102674129 18.5819705529708 rna
X2.111 -5.94846961698177 -6.12926020188149 rna
X3.111 2.36714889803288 -2.21764745278176 rna
X4.111 10.6068339566266 13.6280454202193 rna
X5.111 -1.47807202539089 -4.83121075196083 rna
X6.111 1.76258494654057 -2.8436588243943 rna
X7.111 6.30137159624454 -0.186270673702318 rna
X8.111 -2.82151243886593 -5.30597748322304 rna
X9.111 8.05732586183903 0.896949033309858 rna
X10.111 -5.51265714368465 18.6100142999191 rna
X11.111 -7.28128192624691 -6.90592970413979 rna
X12.111 8.09696152010319 0.682788590957563 rna
X13.111 -0.0718468805277631 -3.52308311028298 rna
X14.111 6.10199310579655 -0.276549418399889 rna
X15.111 -14.0090574999774 -7.96929182572182 rna
X16.111 2.00749327936527 -2.80136074585732 rna
X17.111 -1.28905228576305 -4.68279423279579 rna
X18.111 -12.3323750277484 -7.83134665055092 rna
X19.111 -4.78516004285458 -6.16031565232094 rna
X20.111 1.72847153940556 -2.86981453461464 rna
X21.111 -1.68274126252773 -5.3941275076371 rna
X22.111 9.88472606935856 3.50833354430382 rna
X23.111 9.67848636904118 3.56114325957481 rna
X24.111 9.5443091610944 3.19475183921043 rna
X25.111 -5.1580891390765 -5.75991358322914 rna
X26.111 6.37784101763126 -0.0520883397560903 rna
X27.111 23.0120682934797 1.8465632005233 rna
X28.111 4.92419149675724 15.6983398004073 rna
X29.111 -12.0476298113787 5.71933541732017 rna
X30.111 -0.230921246620445 -4.20267810387428 rna
X31.111 -0.595541872593193 -3.84753121895607 rna
X32.111 3.74318363466618 -1.98087980313118 rna
X33.111 -0.862801127644806 -3.84141554398354 rna
X34.111 -5.78586003980282 18.5996821923751 rna
X35.111 2.58290817537663 -2.61982693238075 rna
X36.111 23.0360036114728 1.80525050597374 rna
X37.111 -7.11104200086239 -6.56164993805702 rna
X38.111 -4.09891889295223 -5.69024195236977 rna
X39.111 1.41407778063175 -2.26155044598397 rna
X40.111 6.44163896837589 -0.028616149852831 rna
X41.111 8.20319416323063 0.902297000457685 rna
X42.111 0.995862625030251 -3.04977526230629 rna
X43.111 -1.98352930745724 -5.00382151169594 rna
X44.111 0.038140557197304 -3.06373896164711 rna
X45.111 -5.12805316648129 -6.28553165955361 rna
X46.111 0.628774307159157 -2.90062727494057 rna
X47.111 -1.20700553855541 -4.73938240570839 rna
X48.111 9.71292640962955 3.78582940535728 rna
X49.111 8.36302616396305 14.8802245660323 rna
X0.113 9.48018314638493 3.64501986937706 rna
X1.112 -1.20692537030819 17.649025301506 rna
X2.112 -5.65480373105648 -6.44523300690468 rna
X3.112 -1.02711246213558 17.7500308557052 rna
X4.112 -4.68495271405819 18.4930728478927 rna
X5.112 -1.46453688344601 -4.50428499741371 rna
X6.112 11.4153647641217 12.9467357202071 rna
X7.112 -1.53954682550075 -4.65679540200051 rna
X8.112 -1.74489948949459 -4.66454257530983 rna
X9.112 -3.26118824681881 -5.85510220093544 rna
X10.112 2.59072496691105 -2.46081187290962 rna
X11.112 9.08110668459293 2.52413044409935 rna
X12.112 -5.46868798932674 -6.10785545868691 rna
X13.112 -7.23045537671688 -6.92187752289589 rna
X14.112 4.80672361650822 -1.33111359638985 rna
X15.112 -0.620071933066091 -4.44198288483437 rna
X16.112 -1.19779411754253 17.7470420403976 rna
X17.112 -3.77244136533382 -5.87812008423622 rna
X18.112 8.21158363619205 0.962051372100752 rna
X19.112 -11.1765808840716 -8.15548338455971 rna
X20.112 -7.34221503934505 -6.82934822602089 rna
X21.112 22.8617253521955 1.59777484374229 rna
X22.112 9.56647255220768 3.42729602294151 rna
X23.112 9.72783424654362 3.8071116014022 rna
X24.112 3.03800847330448 -2.34795536560829 rna
X25.112 9.69172718325016 3.4309719605941 rna
X26.112 -5.03282067975643 -6.146903176735 rna
X27.112 5.04874660768864 15.6675303979415 rna
X28.112 -1.80875776013973 17.76576075988 rna
X29.112 -14.8146252413714 2.61946855025474 rna
X30.112 9.55543472566959 3.19478784041588 rna
X31.112 -0.311891027303962 -3.33088149590309 rna
X32.112 -2.97369740209225 17.9210418267745 rna
X33.112 7.23130419054386 0.319211940338056 rna
X34.112 -0.608573847028045 3.39307246642296 rna
X35.112 -1.1683612843478 17.8053325219649 rna
X36.112 -6.74728772840145 -6.87371935410317 rna
X37.112 -2.38667044839504 -5.30468334717568 rna
X38.112 -13.3279118319476 4.80086312728111 rna
X39.112 -5.6416415949786 18.6641925378341 rna
X40.112 7.68932964601871 0.531330327560346 rna
X41.112 -5.65289209088924 -6.21764530701454 rna
X42.112 -14.7472719927752 -8.12056412262734 rna
X43.112 -5.15662191114071 -5.93856300873574 rna
X44.112 -5.62657926282528 18.6704257531661 rna
X45.112 4.04026272096989 -1.67925985617455 rna
X46.112 -6.88641021451595 17.6507113976974 rna
X47.112 6.83071663179752 14.9741023583907 rna
X48.112 -6.7007875224078 17.8241790338058 rna
X49.112 22.8928837994611 1.59887204604332 rna
X0.114 -6.8684277316058 -6.76290955109413 rna
X1.113 -8.7903437396014 -7.36730255646523 rna
X2.113 4.13017608919498 -1.74870063824471 rna
X3.113 2.15470125475285 -2.61562313599404 rna
X4.113 -3.92212126454952 -5.74593653244789 rna
X5.113 1.8775987843549 -2.52091517014321 rna
X6.113 -12.2581524630511 -8.04440464539345 rna
X7.113 -3.41625259122494 -5.28217615647133 rna
X8.113 -1.73820433816555 -5.1680180029374 rna
X9.113 2.44699933328983 -2.60113408131417 rna
X10.113 6.38152935304996 -0.140047331283648 rna
X11.113 -11.1736264010394 -8.04402746720131 rna
X12.113 -5.06560561856869 -6.04668964905556 rna
X13.113 -12.5020785113299 -7.9362269834977 rna
X14.113 -6.9093041201556 -6.86966623825844 rna
X15.113 4.0806975583112 -1.87037672562416 rna
X16.113 -2.57231281003597 -5.36471333069618 rna
X17.113 2.44040038385746 -2.47708417935188 rna
X18.113 -0.989977427336006 -3.87463178200539 rna
X19.113 5.84076788225529 -0.554538969824869 rna
X20.113 5.03493978777287 -1.13943724794205 rna
X21.113 -0.0196141978228376 -3.13566984696205 rna
X22.113 -0.981411345812111 -3.9243382410508 rna
X23.113 2.61386945047733 -2.58941390080269 rna
X24.113 -3.01316163739803 -5.47449984116371 rna
X25.113 -7.01581952771786 -7.01535858673866 rna
X26.113 6.17184116640446 -0.445387159417231 rna
X27.113 -1.90094194612148 -4.7853800253373 rna
X28.113 -12.7948622485125 -8.0393501715165 rna
X29.113 -0.852814190598755 -4.03433432144936 rna
X30.113 5.81138708391544 -0.50376621348675 rna
X31.113 -7.5475196619952 -6.99809088272865 rna
X32.113 -13.5038361330951 -7.71628202957924 rna
X33.113 -4.66115424832943 -5.89083828491982 rna
X34.113 -9.86020324430111 -7.63782228989418 rna
X35.113 -0.157928653570442 -3.58404483361061 rna
X36.113 4.83444692888615 -1.20669319195564 rna
X37.113 -1.61527571878078 -4.70689978165444 rna
X38.113 8.26163151064274 1.0583027406234 rna
X39.113 -4.81042478284481 -5.93138470215615 rna
X40.113 -2.08012566766384 -5.19450821442421 rna
X41.113 -9.99804637632015 -7.71611322922524 rna
X42.113 -9.20908878049496 -7.65668739838417 rna
X43.113 -2.08283589086178 -5.07324757141884 rna
X44.113 -14.5375714083636 -8.01650871796425 rna
X45.113 -1.81761095723751 -5.72995628876503 rna
X46.113 0.129648170856209 -3.08924474282082 rna
X47.113 -1.65442977151516 -4.31982364220436 rna
X48.113 -3.26080463132503 -5.19078030152138 rna
X49.113 -15.2093882342303 -8.87466301483925 rna
X0.115 -9.62635467252377 -8.16444887680824 rna
X1.114 -2.82426116666439 -5.54780020279701 rna
X2.114 -1.44178304872158 17.6286910577316 rna
X3.114 1.10427048006413 -2.75847162766274 rna
X4.114 2.20023419657108 -2.50499834580239 rna
X5.114 -13.7749371310199 -8.06663097901161 rna
X6.114 4.91830351152775 -1.22759224934395 rna
X7.114 2.13210203447697 -2.68118538422402 rna
X8.114 0.392169258979531 -2.83883251709755 rna
X9.114 -0.643145677211313 -3.94551362557228 rna
X10.114 -1.17797765931728 -5.40752424759682 rna
X11.114 -1.9936809321368 -4.75259937805947 rna
X12.114 -2.96412036618832 -5.27547373337563 rna
X13.114 -0.176988281818657 -3.92333020729836 rna
X14.114 -1.65333328446987 -4.60204948944863 rna
X15.114 4.42741300859806 -1.57530798477944 rna
X16.114 -2.19354615411404 -5.1942893461686 rna
X17.114 0.369346282867165 -3.40146650833901 rna
X18.114 3.61296465196964 -2.1276103453141 rna
X19.114 -5.80376193723324 18.6581748528976 rna
X20.114 2.03096296587345 -2.34023549122627 rna
X21.114 -14.6103129168475 -8.1082068876725 rna
X22.114 -1.42796704969051 -4.76357330841835 rna
X23.114 -1.82853899201992 -5.14071430725868 rna
X24.114 -12.5503153582537 -8.00674738449867 rna
X25.114 -1.98025248250607 -4.9584380583268 rna
X26.114 -1.53332427940014 -4.51465358300026 rna
X27.114 1.85907461443302 -2.79215993447121 rna
X28.114 0.899977348235817 -3.03810348076637 rna
X29.114 -1.39445475539806 -4.64776696724709 rna
X30.114 -1.50284985503796 -4.49753894371803 rna
X31.114 -6.11490771970394 18.3669436975021 rna
X32.114 -11.8079333086932 -7.95330490631874 rna
X33.114 5.28834297457096 -1.06814189715203 rna
X34.114 0.988137743858071 -2.9708150820237 rna
X35.114 4.90650751390812 -1.05834492010887 rna
X36.114 4.93546964922306 -1.17671333713349 rna
X37.114 5.31989862718937 -0.804463629553873 rna
X38.114 -0.375488512727051 -3.78547181649025 rna
X39.114 2.81932451525089 -2.55707301659401 rna
X40.114 -9.73225162229183 -7.71377768082436 rna
X41.114 -0.931276180359153 -3.95838346047219 rna
X42.114 3.4810595730817 -2.11149789852913 rna
X43.114 3.06290294924137 -2.22580554051216 rna
X44.114 -3.86206171712521 -5.94238962693032 rna
X45.114 6.33442308702824 -0.15362962050255 rna
X46.114 -13.6592736025775 -7.97252668900307 rna
X47.114 -1.2936316510165 -4.7207237677079 rna
X48.114 -9.77712867459896 -7.54601587815102 rna
X49.114 5.65495874681828 -0.485554207990725 rna
X0.116 5.73975946703312 -0.620562185476381 rna
X1.115 7.15909054079411 14.9175685449142 rna
X2.115 -0.640374642374544 -4.21050562424477 rna
X3.115 5.14169885912296 -1.08323647541817 rna
X4.115 6.48602058687565 -0.196726103256304 rna
X5.115 -5.30274007520321 -6.03035368485268 rna
X6.115 -7.57007787427547 -7.26497091812905 rna
X7.115 -4.74086568555477 -5.84442867798622 rna
X8.115 -1.0652572592223 -4.74042667908486 rna
X9.115 2.30605389871952 -2.27254035038765 rna
X10.115 -9.75895354947689 -8.23937859101112 rna
X11.115 -11.3690933962786 -7.83005537552651 rna
X12.115 -7.2723641177142 -6.92834915680702 rna
X13.115 -1.29113284549358 -5.59224381012734 rna
X14.115 -9.19804904660824 -7.52373804611977 rna
X15.115 -12.4312920351947 -7.90843643708046 rna
X16.115 -7.37717721662167 -7.03517212433632 rna
X17.115 9.85213329592106 3.37868009047691 rna
X18.115 11.3937506894147 13.0358775659103 rna
X19.115 11.5278344372785 12.8317769570846 rna
X20.115 9.11664917269108 2.63264213042442 rna
X21.115 3.00684144297001 -2.17782570881661 rna
X22.115 -1.1861755629504 17.5802386804122 rna
X23.115 -1.94191692075375 17.8693736596603 rna
X24.115 6.49566223421452 -0.260516961048205 rna
X25.115 9.83298542299625 3.48340020613853 rna
X26.115 -12.1528496523822 -7.99758209748085 rna
X27.115 -10.5428881426776 -8.0307561354142 rna
X28.115 -6.73928926190975 -6.72837843460854 rna
X29.115 -4.30898449620846 1.94570837454979 rna
X30.115 -0.206930466505317 -3.73949040932472 rna
X31.115 8.76993706026432 2.01895437674705 rna
X32.115 -6.73060748777035 -6.87437119049843 rna
X33.115 -11.7589373370135 -7.93120779557045 rna
X34.115 2.37144257822392 -2.45600082440193 rna
X35.115 8.64228870668766 1.73785863356773 rna
X36.115 -3.0950860758746 -5.3528996901017 rna
X37.115 -9.80270431241634 -7.71831955475624 rna
X38.115 -1.33637861213329 -4.76964821381386 rna
X39.115 5.05758621492741 15.7082961602706 rna
X40.115 -5.82671926221493 -6.19498171372231 rna
X41.115 -7.27641914090755 14.1047490640182 rna
X42.115 9.72442772188541 3.35129294829551 rna
X43.115 -9.5827889224017 -7.59675945801552 rna
X44.115 -1.43412564000729 -4.43601717514809 rna
X45.115 -4.06059882840755 -5.7917334036332 rna
X46.115 7.60185768404362 0.531600932647627 rna
X47.115 -1.15360013446453 17.6524852319259 rna
X48.115 -1.77138231000545 -4.76160015625771 rna
X49.115 -1.40378687581661 -5.01131834549721 rna
X0.117 -1.68715367517117 -5.25548090500649 rna
X1.116 8.29098846712467 1.05711863475029 rna
X2.116 -1.92152521810177 17.6307529016036 rna
X3.116 8.04754020967838 0.720184068252485 rna
X4.116 -0.257569022985725 -3.10646214051064 rna
X5.116 -2.14287350377682 -4.89695372147377 rna
X6.116 1.96151115694401 -2.57039346260842 rna
X7.116 -5.52661750516537 -6.15097441239174 rna
X8.116 8.98083736696598 14.6731227441329 rna
X9.116 9.50246956148502 3.07100377516929 rna
X10.116 0.516715429214211 -2.96636380715187 rna
X11.116 7.0469832638776 14.7901166482467 rna
X12.116 -6.96591804227474 -6.63686384720619 rna
X13.116 9.52571728029606 3.40015111403648 rna
X14.116 -10.4908461352313 -7.7862812475663 rna
X15.116 7.94919063845036 14.8675988717574 rna
X16.116 6.25212623873112 -0.384916831682284 rna
X17.116 4.79263880052921 -1.26351877016838 rna
X18.116 -7.21527288159969 -6.91538061661537 rna
X19.116 8.21242573061344 0.934407929946821 rna
X20.116 -1.87390587529781 -4.95876373810585 rna
X21.116 0.744078300384255 -3.19069160980995 rna
X22.116 -2.83810160359982 -5.21129669709023 rna
X23.116 -3.71040580472591 -5.76890768570717 rna
X24.116 5.27588655748722 -0.937200372050364 rna
X25.116 -0.224195249887733 -3.67398323578652 rna
X26.116 9.68983890810368 3.73698459105675 rna
X27.116 9.44735958376286 14.4173940225143 rna
X28.116 -1.99359069070461 1.86652670340721 rna
X29.116 -1.08182273110989 -4.51509632630165 rna
X30.116 -12.3027596255267 5.53123984770958 rna
X31.116 -2.05635009011867 -5.00339998764809 rna
X32.116 -1.7657516976321 17.7826713128585 rna
X33.116 -7.34543178281429 -6.68521322769936 rna
X34.116 -7.59659478864315 14.5576880975265 rna
X35.116 8.2450919369733 1.20961747603599 rna
X36.116 -1.41099170646313 17.6571353478927 rna
X37.116 -7.32613465985897 -7.03278555435951 rna
X38.116 -0.144931115719108 -3.11167873902138 rna
X39.116 -11.5050768633807 -8.04397453827675 rna
X40.116 -4.01005838117245 -5.73645319504555 rna
X41.116 1.8425646046674 -2.87240805191811 rna
X42.116 -4.87927625379208 18.5757030053634 rna
X43.116 3.02864219942448 -2.39691080612953 rna
X44.116 -9.32491157254818 -7.52040876908119 rna
X45.116 -3.7102074404681 -5.44464840454872 rna
X46.116 6.46395780840275 -0.0863943891030141 rna
X47.116 -1.23898945054653 -4.46905388397988 rna
X48.116 -8.04135558805111 -7.05950846237953 rna
X49.116 -2.95599053105953 -5.66020216507729 rna
X0.118 1.79144718447086 -2.35350276989754 rna
X1.117 -7.37391135892513 -6.87572874588783 rna
X2.117 -1.26629970273617 17.6553920312423 rna
X3.117 -1.63499555787685 17.6767257257003 rna
X4.117 5.39480449953434 -0.777878885100443 rna
X5.117 -2.90579507550838 -5.64747490448769 rna
X6.117 -1.57286951741817 -4.91908754868324 rna
X7.117 9.67889168062565 3.23383079009239 rna
X8.117 8.06746818819401 14.8611300988692 rna
X9.117 0.245056293395729 -3.58945622010048 rna
X10.117 -1.93518791398647 -5.09305872483071 rna
X11.117 0.52338709631321 -3.14097275299843 rna
X12.117 -1.2533656140292 -4.86074318451699 rna
X13.117 11.3442292431867 13.0039189858932 rna
X14.117 -11.4408373614276 -8.26004042191322 rna
X15.117 1.19978501596806 -2.55100991291817 rna
X16.117 -0.562977348032026 -3.84959497017678 rna
X17.117 1.0664495448148 -2.95197333855446 rna
X18.117 -2.61040315827969 -5.0328837828141 rna
X19.117 6.74260809221622 0.0807460947531871 rna
X20.117 -11.3045897265399 -8.05483498139198 rna
X21.117 6.14596845903751 -0.410877664516527 rna
X22.117 0.96618130007145 -2.87343611283119 rna
X23.117 -3.896417119118 -5.47378935379799 rna
X24.117 -7.31387231549862 -6.4822942213517 rna
X25.117 10.4983248929059 13.7445243402023 rna
X26.117 1.65423896112797 -2.80057777924355 rna
X27.117 -3.72502801618221 18.1478942437667 rna
X28.117 -5.25556800565365 -6.22441257996376 rna
X29.117 -6.48280952176693 -6.46755756897743 rna
X30.117 10.2832017163312 13.8998979135055 rna
X31.117 -2.91741678914669 -5.24159540695961 rna
X32.117 -2.42609939775112 -5.3393236593705 rna
X33.117 -2.40929064950588 -5.05112566513832 rna
X34.117 -3.30566237172726 -5.37096132798012 rna
X35.117 -0.755330153318672 -4.15972151322182 rna
X36.117 -7.0067972918475 -6.22836794419106 rna
X37.117 -1.67659542760494 -4.74842609925087 rna
X38.117 -1.11675188741329 -4.13782014412697 rna
X39.117 -1.01630599102619 -4.63591184181984 rna
X40.117 -14.3181328555072 -7.96583475632485 rna
X41.117 4.64191963472721 -1.51739295286949 rna
X42.117 -2.07799694738033 -5.02348913712319 rna
X43.117 6.8995452145612 0.13628600077812 rna
X44.117 23.0244279126203 1.56140981154625 rna
X45.117 9.71857883730289 3.24002252059166 rna
X46.117 -11.0225548525775 -7.99367107910927 rna
X47.117 -10.6739830752337 -8.27194942993935 rna
X48.117 7.65247776308414 0.471660475303572 rna
X49.117 -1.6342659970248 -5.09783520264443 rna
X0.119 -6.53000209531429 -6.27360739273842 rna
X1.118 -9.88529060086849 -8.00541605515297 rna
X2.118 -0.594561042773156 -3.86906256241615 rna
X3.118 7.75185634889957 0.51678178744499 rna
X4.118 -7.20931909284237 14.0565808816451 rna
X5.118 -1.70728728971127 17.6059821649093 rna
X6.118 -10.7906241198504 -7.84056105179604 rna
X7.118 3.41109230318424 -2.09215344948586 rna
X8.118 -12.9204010745013 -7.95693506760414 rna
X9.118 -2.59661231240871 17.8832782311935 rna
X10.118 1.9760833004987 -2.29120482964333 rna
X11.118 11.555505297569 12.7971480889816 rna
X12.118 5.70432569780704 -0.49902993900593 rna
X13.118 -4.41033718785885 18.4134372277755 rna
X14.118 -8.75250861844662 -7.43866982025917 rna
X15.118 -1.28218589028957 -4.40946783585365 rna
X16.118 -3.15136621198299 -5.23025002045449 rna
X17.118 1.11062540808079 -2.95326032204445 rna
X18.118 -1.47839102944973 -5.47739615006264 rna
X19.118 6.28589346208927 -0.0694761471253225 rna
X20.118 5.92187931337711 15.3895991845626 rna
X21.118 -1.83477101525906 -4.81104483170326 rna
X22.118 7.93986084261295 14.8916286035079 rna
X23.118 -1.76830456456783 17.6933520837325 rna
X24.118 0.356331668285103 -3.12316312355812 rna
X25.118 -1.07450277409199 17.7006438775558 rna
X26.118 4.96695520677921 -1.13165377540405 rna
X27.118 23.1044259289777 1.50520334677879 rna
X28.118 7.8919015149152 0.821239451934736 rna
X29.118 -1.74648950299862 -4.63661779923256 rna
X30.118 0.468503616241188 -3.25907506508644 rna
X31.118 -9.24087569913509 -7.82201399369057 rna
X32.118 -9.84426543912533 -7.76700272126015 rna
X33.118 -0.543981403621464 -4.35886706871803 rna
X34.118 -5.45395944318417 -6.14314903778847 rna
X35.118 5.80774357118961 -0.53673018975075 rna
X36.118 -12.8978333254779 -7.84047236008461 rna
X37.118 4.61205866136906 -1.41423877043541 rna
X38.118 8.91898014345524 14.7980855508346 rna
X39.118 -4.92532394132259 -5.71555723709877 rna
